Unnamed: 0,HGNC,Ensembl_ID,pathway_id,pathway_name,KEGG_ID,Level_0,Level_1,Level_2,Level_3,Level_4
151,ADARB2,ENSG00000185736,,,105,0: 09182 Protein families: genetic information processing,1: 03041 Spliceosome [BR:hsa03041],2: 105 (ADARB2),,
152,ADCK2,ENSG00000133597,,,90956,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 90956 (ADCK2),,
153,ADCK5,ENSG00000173137,,,203054,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 203054 (ADCK5),,
154,ADCY1,ENSG00000164742,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,55811,,,,,
155,ADCY2,ENSG00000078295,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,108,,,,,
156,ADCY4,ENSG00000129467,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,196883,,,,,
157,ADCY5,ENSG00000173175,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,111,,,,,
158,ADCY6,ENSG00000174233,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,112,,,,,
159,ADCY7,ENSG00000121281,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,113,,,,,
160,ADCY8,ENSG00000155897,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,114,,,,,
161,ADCY9,ENSG00000162104,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,115,,,,,
162,ADCY10,ENSG00000143199,R-HSA-5610787,Hedgehog 'off' state,55811,,,,,
163,ADCYAP1R1,ENSG00000078549,R-HSA-420092,Glucagon-type ligand receptors,117,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 117 (ADCYAP1R1),,
164,ADD2,ENSG00000075340,R-HSA-5223345,Miscellaneous transport and binding events,119,0: 09183 Protein families: signaling and cellular processes,1: 04812 Cytoskeleton proteins [BR:hsa04812],2: 119 (ADD2),,
165,ADGB,ENSG00000118492,,,79747,,,,,
166,ADGRA2,ENSG00000020181,,,25960,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 25960 (ADGRA2),,
167,ADGRA3,ENSG00000152990,,,166647,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 166647 (ADGRA3),,
168,ADGRB1,ENSG00000181790,,,575,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 575 (ADGRB1),,
169,ADGRB2,ENSG00000121753,,,576,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 576 (ADGRB2),,
170,ADGRB3,ENSG00000135298,,,577,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 577 (ADGRB3),,
171,ADGRD1,ENSG00000111452,,,283383,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 283383 (ADGRD1),,
172,ADGRE1,ENSG00000174837,R-HSA-373080,Class B/2 (Secretin family receptors),2015,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 2015 (ADGRE1),,
173,ADGRE2,ENSG00000127507,R-HSA-373080,Class B/2 (Secretin family receptors),30817,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 30817 (ADGRE2),,
174,ADGRE3,ENSG00000131355,R-HSA-6798695,Neutrophil degranulation,84658,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 84658 (ADGRE3),,
175,ADGRE5,ENSG00000123146,R-HSA-6798695,Neutrophil degranulation,976,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 976 (ADGRE5),,
176,ADGRF1,ENSG00000153292,,,266977,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 266977 (ADGRF1),,
177,ADGRF5,ENSG00000069122,R-HSA-5683826,Surfactant metabolism,221395,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 221395 (ADGRF5),,
178,ADGRG3,ENSG00000182885,R-HSA-6798695,Neutrophil degranulation,222487,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 222487 (ADGRG3),,
179,ADGRG4,ENSG00000156920,,,139378,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 139378 (ADGRG4),,
180,ADGRG6,ENSG00000112414,R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination,57211,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 57211 (ADGRG6),,
181,ADGRL1,ENSG00000072071,,,22859,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 22859 (ADGRL1),,
182,ADGRL2,ENSG00000117114,,,23266,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 23266 (ADGRL2),,
183,ADGRL3,ENSG00000150471,,,23284,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 23284 (ADGRL3),,
184,ADGRL4,ENSG00000162618,,,64123,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 64123 (ADGRL4),,
185,ADGRV1,ENSG00000164199,R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination,84059,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 84059 (ADGRV1),,
186,ADH1B,ENSG00000196616,R-HSA-71384,Ethanol oxidation,125,,,,,
187,ADH1C,ENSG00000248144,R-HSA-71384,Ethanol oxidation,126,,,,,
188,ADH4,ENSG00000198099,R-HSA-71384,Ethanol oxidation,127,,,,,
189,ADH7,ENSG00000196344,R-HSA-71384,Ethanol oxidation,4091,,,,,
190,ADHFE1,ENSG00000147576,R-HSA-880009,Interconversion of 2-oxoglutarate and 2-hydroxyglutarate,137872,,,,,
191,ADIG,ENSG00000182035,,,149685,,,,,
192,ADIPOR2,ENSG00000006831,R-HSA-163680,AMPK inhibits chREBP transcriptional activation activity,79602,,,,,
193,ADNP,ENSG00000101126,,,22850,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 22850 (ADNP2),,
194,ADO,ENSG00000181915,R-HSA-1614558,Degradation of cysteine and homocysteine,191,0: 09181 Protein families: metabolism,1: 01009 Protein phosphatases and associated proteins [BR:hsa01009],2: 191 (AHCY),,
195,ADORA2A,ENSG00000128271,R-HSA-418555,G alpha (s) signalling events,135,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 135 (ADORA2A),,
196,ADPGK,ENSG00000159322,R-HSA-70171,Glycolysis,83440,,,,,
197,ADPRHL1,ENSG00000153531,,,113622,,,,,
198,ADPRS,ENSG00000116863,R-HSA-110362,POLB-Dependent Long Patch Base Excision Repair,54936,,,,,
199,ADRA1A,ENSG00000120907,R-HSA-390696,Adrenoceptors,148,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 148 (ADRA1A),,
200,ADRA1D,ENSG00000171873,R-HSA-390696,Adrenoceptors,146,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 146 (ADRA1D),,
201,ADRA2A,ENSG00000150594,R-HSA-392023,Adrenaline signalling through Alpha-2 adrenergic receptor,150,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 150 (ADRA2A),,
202,ADRB3,ENSG00000188778,R-HSA-390696,Adrenoceptors,155,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 155 (ADRB3),,
203,ADSL,ENSG00000239900,R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,158,,,,,
204,ADTRP,ENSG00000111863,,,84830,,,,,
205,AEBP1,ENSG00000106624,,,165,,,,,
206,AFAP1L1,ENSG00000157510,,,134265,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 134265 (AFAP1L1),,
207,AFAP1L2,ENSG00000169129,,,84632,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 84632 (AFAP1L2),,
208,AFDN,ENSG00000130396,R-HSA-418990,Adherens junctions interactions,4301,,,,,
209,AFF1,ENSG00000172493,,,4299,0: 09182 Protein families: genetic information processing,1: 03021 Transcription machinery [BR:hsa03021],2: 4299 (AFF1),,
210,AFF2,ENSG00000155966,,,2334,0: 09182 Protein families: genetic information processing,1: 03021 Transcription machinery [BR:hsa03021],2: 2334 (AFF2),,
211,AFF3,ENSG00000144218,,,3899,0: 09182 Protein families: genetic information processing,1: 03021 Transcription machinery [BR:hsa03021],2: 3899 (AFF3),,
212,AFF4,ENSG00000072364,R-HSA-112382,Formation of RNA Pol II elongation complex ,27125,0: 09182 Protein families: genetic information processing,1: 03021 Transcription machinery [BR:hsa03021],2: 27125 (AFF4),,
213,AFG3L2,ENSG00000141385,R-HSA-9837999,Mitochondrial protein degradation,10939,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 10939 (AFG3L2),,
214,AFM,ENSG00000079557,,,255783,,,,,
215,AFP,ENSG00000081051,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),8969,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 8969 (H2AC11),,
216,AGAP1,ENSG00000157985,,,117289,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 117289 (TAGAP),,
217,AGAP2,ENSG00000135439,R-HSA-373752,Netrin-1 signaling,116986,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 116986 (AGAP2),,
218,AGAP3,ENSG00000133612,,,116988,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 116988 (AGAP3),,
219,AGAP4,ENSG00000188234,,,119016,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 119016 (AGAP4),,
220,AGAP5,ENSG00000172650,,,729092,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 729092 (AGAP5),,
221,AGAP6,ENSG00000204149,,,414189,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 414189 (AGAP6),,
222,AGBL1,ENSG00000273540,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,123624,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 123624 (AGBL1),,
223,AGBL2,ENSG00000165923,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,79841,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 79841 (AGBL2),,
224,AGBL3,ENSG00000146856,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,340351,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 340351 (AGBL3),,
225,AGBL4,ENSG00000186094,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,84871,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 84871 (AGBL4),,
226,AGMO,ENSG00000187546,R-HSA-75109,Triglyceride biosynthesis,392636,,,,,
227,AGO3,ENSG00000126070,R-HSA-8986944,Transcriptional Regulation by MECP2,192669,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 192669 (AGO3),,
228,AGR2,ENSG00000106541,,,10551,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 10551 (AGR2),,
229,AGRN,ENSG00000188157,R-HSA-216083,Integrin cell surface interactions,1605,,,,,
230,AGTR1,ENSG00000144891,R-HSA-416476,G alpha (q) signalling events,185,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 185 (AGTR1),,
231,AGTR2,ENSG00000180772,R-HSA-375276,Peptide ligand-binding receptors,186,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 186 (AGTR2),,
232,AHCTF1,ENSG00000153207,R-HSA-5663220,RHO GTPases Activate Formins,25909,,,,,
233,AHDC1,ENSG00000126705,,,27245,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 27245 (AHDC1),,
234,AHI1,ENSG00000135541,R-HSA-5620912,Anchoring of the basal body to the plasma membrane,54806,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 54806 (AHI1),,
235,AHNAK,ENSG00000124942,,,113146,,,,,
236,AHNAK2,ENSG00000185567,,,113146,,,,,
237,AHR,ENSG00000106546,R-HSA-211945,Phase I - Functionalization of compounds,1543,0: 09181 Protein families: metabolism,1: 00199 Cytochrome P450 [BR:hsa00199],2: 1543 (CYP1A1),,
238,AHRR,ENSG00000063438,R-HSA-211945,Phase I - Functionalization of compounds,1543,0: 09181 Protein families: metabolism,1: 00199 Cytochrome P450 [BR:hsa00199],2: 1543 (CYP1A1),,
239,AIF1L,ENSG00000126878,,,83543,0: 09183 Protein families: signaling and cellular processes,1: 04812 Cytoskeleton proteins [BR:hsa04812],2: 83543 (AIF1L),,
240,AIFM2,ENSG00000042286,R-HSA-6803204,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,84883,,,,,
241,AIM2,ENSG00000163568,R-HSA-844615,The AIM2 inflammasome,130355,,,,,
242,AIPL1,ENSG00000129221,,,23746,0: 09182 Protein families: genetic information processing,1: 03029 Mitochondrial biogenesis [BR:hsa03029],2: 23746 (AIPL1),,
243,AJAP1,ENSG00000196581,,,55966,0: 09183 Protein families: signaling and cellular processes,1: 04812 Cytoskeleton proteins [BR:hsa04812],2: 55966 (AJAP1),,
244,AJM1,ENSG00000232434,,,389813,,,,,
245,AJUBA,ENSG00000129474,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis,84962,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 84962 (AJUBA),,
246,AK3,ENSG00000162433,R-HSA-983231,Factors involved in megakaryocyte development and platelet production,50808,,,,,
247,AK5,ENSG00000154027,R-HSA-499943,Interconversion of nucleotide di- and triphosphates,106821730,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 106821730 (BUB1B-PAK6),,
248,AK7,ENSG00000140057,R-HSA-499943,Interconversion of nucleotide di- and triphosphates,57707,,,,,
249,AKAP6,ENSG00000151320,,,9472,,,,,
250,AKAP8,ENSG00000105127,,,8165,0: 09181 Protein families: metabolism,1: 01009 Protein phosphatases and associated proteins [BR:hsa01009],2: 8165 (AKAP1),,
251,AKAP9,ENSG00000127914,R-HSA-5576893,Phase 2 - plateau phase,10270,,,,,
252,AKAP10,ENSG00000108599,R-HSA-983231,Factors involved in megakaryocyte development and platelet production,11216,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 11216 (AKAP10),,
253,AKAP11,ENSG00000023516,,,11215,0: 09181 Protein families: metabolism,1: 01009 Protein phosphatases and associated proteins [BR:hsa01009],2: 11215 (AKAP11),,
254,AKAP12,ENSG00000131016,R-HSA-9013405,RHOD GTPase cycle,8165,0: 09181 Protein families: metabolism,1: 01009 Protein phosphatases and associated proteins [BR:hsa01009],2: 8165 (AKAP1),,
255,AKAP13,ENSG00000170776,R-HSA-8980692,RHOA GTPase cycle,11214,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 11214 (AKAP13),,
256,AKNA,ENSG00000106948,,,254268,,,,,
257,AKNAD1,ENSG00000162641,,,254268,,,,,
258,AKR1A1,ENSG00000117448,R-HSA-156590,Glutathione conjugation,10327,0: 09183 Protein families: signaling and cellular processes,1: 04147 Exosome [BR:hsa04147],2: 10327 (AKR1A1),,
259,AKR1B15,ENSG00000227471,R-HSA-193144,Estrogen biosynthesis,441282,,,,,
260,AKR1C2,ENSG00000151632,R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,1646,,,,,
261,AKR1D1,ENSG00000122787,R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,6718,,,,,
262,AKR7A2,ENSG00000053371,R-HSA-5423646,Aflatoxin activation and detoxification,8574,,,,,
263,AKR7A3,ENSG00000162482,R-HSA-5423646,Aflatoxin activation and detoxification,22977,,,,,
264,AKT1,ENSG00000142208,R-HSA-211163,AKT-mediated inactivation of FOXO1A,84335,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 84335 (AKT1S1),,
265,AKT1S1,ENSG00000204673,R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,84335,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 84335 (AKT1S1),,
266,AKT2,ENSG00000105221,R-HSA-211163,AKT-mediated inactivation of FOXO1A,208,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 208 (AKT2),,
267,AKT3,ENSG00000117020,R-HSA-211163,AKT-mediated inactivation of FOXO1A,10000,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 10000 (AKT3),,
268,ALAS1,ENSG00000023330,R-HSA-189451,Heme biosynthesis,211,0: 09181 Protein families: metabolism,1: 01007 Amino acid related enzymes [BR:hsa01007],2: 211 (ALAS1),,
269,ALB,ENSG00000163631,R-HSA-9793528,Ciprofloxacin ADME,388428,,,,,
270,ALCAM,ENSG00000170017,R-HSA-373760,L1CAM interactions,214,0: 09183 Protein families: signaling and cellular processes,1: 04515 Cell adhesion molecules [BR:hsa04515],2: 214 (ALCAM),,
271,ALDH1A1,ENSG00000165092,R-HSA-70350,Fructose catabolism,216,,,,,
272,ALDH1A3,ENSG00000184254,R-HSA-5365859,RA biosynthesis pathway,220,,,,,
273,ALDH1B1,ENSG00000137124,R-HSA-9837999,Mitochondrial protein degradation,219,,,,,
274,ALDH2,ENSG00000111275,R-HSA-71384,Ethanol oxidation,8854,,,,,
275,ALDH3A1,ENSG00000108602,R-HSA-211945,Phase I - Functionalization of compounds,218,,,,,
276,ALDH3B1,ENSG00000006534,R-HSA-9845614,Sphingolipid catabolism,221,,,,,
277,ALDH3B2,ENSG00000132746,R-HSA-9845614,Sphingolipid catabolism,222,,,,,
278,ALDH4A1,ENSG00000159423,R-HSA-70688,Proline catabolism,8659,,,,,
279,ALDH6A1,ENSG00000119711,R-HSA-70895,Branched-chain amino acid catabolism,4329,,,,,
280,ALDH7A1,ENSG00000164904,R-HSA-71064,Lysine catabolism,501,,,,,
281,ALDH9A1,ENSG00000143149,R-HSA-71262,Carnitine synthesis,223,,,,,
282,ALDH16A1,ENSG00000161618,,,126133,,,,,
283,ALDOB,ENSG00000136872,R-HSA-70171,Glycolysis,229,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 229 (ALDOB),,
284,ALDOC,ENSG00000109107,R-HSA-70171,Glycolysis,230,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 230 (ALDOC),,
285,ALG1,ENSG00000033011,R-HSA-4549380,Defective ALG1 causes CDG-1k,79087,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 79087 (ALG12),,
286,ALG3,ENSG00000214160,R-HSA-4720475,Defective ALG3 causes CDG-1d,10195,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 10195 (ALG3),,
287,ALG8,ENSG00000159063,R-HSA-4724325,Defective ALG8 causes CDG-1h,79053,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 79053 (ALG8),,
288,ALG10B,ENSG00000175548,R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",144245,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 144245 (ALG10B),,
